Scope,Release,Business Unit,Tower Name,Sub-Tower,Planning Area,Descoped,PMO Comments,Domain,SCP Object ID,Object Description,Test Object Group,Object Type,Design End Date,Baseline Dev End Date,Trend Dev End Date (User-Override),Dev Planned End Date (Linked to Sprint Plan),Trend Dev End Date,Dev Completion Status,Dev PMO Comments,Applicable for FUT,FUT Comments,Planned FUT Date,Trend FUT End Date (User-Override),Trend FUT Date,FUT Demo/Playback Status,FUT Approval,FUT Linked Test Details,FUT Approver,Trend Build End Date (based on dev & FUT complete),Impacted by Legal Entity Extension,LE Baseline Dev End Date,LE Dev Planned End Date (Linked to Sprint Plan),LE Trend Dev End Date (User-Override),LE Trend Dev End Date,Sprint Number - LE Trend Dev End Date,LE Dev Completion Status,LE Trend FUT End Date (User-Override),LE Trend FUT End Date,LE FUT Demo/Playback Status,LE Trend Build End Date (dev & FUT complete),LE FUT Planned End Date (Linked to Sprint Plan),Archive Object ID_2,Complexity (H/M/L),Change Request ID,Design Opens (Y/N),Design Open Row ID,Intel Comments,SCP Predecessor Object ID,Predecessor Description,SCP Successor Object ID,Successor Description,STD vs Non-Std,FS Responsible Team,Dev Responsible Team,Technical Complexity,ECA Involved?,ECA Object  ID,ECA Object Description,ECA Dependency Tracker Link,Boundary App Involved?,Boundary App IAPM ID,Boundary Application Name,B-App Dependency Tracker Link,Sprint 19 - Delay Status,Impact Assessment (Formula),Latest Dev End Date from Build Plan,Helper - Absolute Row # from Build Plan,Build Plan Stage,Sprint Number - Baseline Dev End Date,Sprint Number - Trend Dev End Date,Object - Sprint Movement,Sprint Number - Based on Trend Dev End Date(10/24),Object - Sprint Movement (After 10/24),Tagged to Sprint 18,Tagged to Sprint 19,Tagged to Sprint 20,Tagged to Sprint 21,Tagged to Sprint 22,Tagged to Sprint 23,"Tagged to Sprint 23, Spilling to S23+",Tagged to S23+,Objects Approved beyond WW02,Source System,Target System,FUT Actual End Date (Manual),FUT Approval Date,Object Completion Sprint,Dev Planned End Date (Linked to Sprint Plan)S18-20,Dev Planned End Date (Linked to Sprint Plan)S21-24,FUT Planned Start Date (Linked to Sprint Plan),FUT Planned End Date (Linked to Sprint Plan),FUT Plan Start Date (Linked to Sprint Plan)S18-S20,FUT Planned End Date (Linked to Sprint Plan)S18-20,FUT Plan Start Date (Linked to Sprint Plan)S21-S24,FUT Planned End Date (Linked to Sprint Plan)S21-24,Created By,Created Date,Modified By,Modified Date,Max Dev End Date (FUT DB reference),Priority,Archive Object ID,Archived Object Description,GAP ID,Go live Critical,TUT Documentation Available?,TUT Complete,Sharepoint Link,Comments
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0034,RevenueFcst,"Transactional Data, Forecast Netting",02.Interface,,2025-12-19,,,2025-12-19,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0036, IPPDHDP0081",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 21,Sprint 21,No change,Sprint 21,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0036, IPPDHDP0081",RevenueFcst,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0035,ASPFcst,"Transactional Data, Forecast Netting",02.Interface,,2026-01-02,,,2026-01-02,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0037, IPPDHDP0082",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 21,Sprint 21,No change,Sprint 21,No change,No,No,No,No,Yes,No,No,No,,ECA,BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0037, IPPDHDP0082",ASPFcst,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0036,FeasibleSupplyPlan,Forecast Netting,02.Interface,,2026-01-09,,,2026-01-09,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,"IPPDHDP0038, IPPDHDP0083",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 21,Sprint 21,No change,Sprint 21,No change,No,No,No,No,Yes,No,No,No,,"BY ESP, PDH SP",BY CDP,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,"IPPDHDP0038, IPPDHDP0083",FeasibleSupplyPlan,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0037,"Size Process (Competitor, Nodes)",Master Data,02.Interface,,2025-09-19,,,2025-09-19,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,IPPDHDP0039,Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 18,Sprint 18,No change,Sprint 18,No change,No,No,No,No,Yes,No,No,No,,,"BY CDP, ECA",,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,gilberto.li.gu@intel.com,2025-10-02T18:20:34Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,IPPDHDP0039,Size Process,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,DP,DP,,,PDH,SCPIPDPRF0038,"Outbound Key Figures (Snapshots, Live measures)",Forecast Netting,02.Interface,,2026-01-02,,,2026-01-02,Completed,,Yes,,2026-01-23,2026-01-22,2026-01-22,Executed,Confirmed,,,2026-01-22,,,,,,,,,,,,,IPPDHDP0041,Low,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 21,Sprint 21,No change,Sprint 21,No change,No,No,No,No,Yes,No,No,No,,BY CDP,ECA,,,,,,2026-01-12,2026-01-22,,,2026-01-12,2026-01-22,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-22,Missing,IPPDHDP0041,Outbound Key Figures,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0001,Item Master,Master Data,02.Interface,,2025-11-07,,2025-11-07,2025-11-07,Completed,,Yes,Siva,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Chris/Siva/Haley,2026-01-23,,,,,,,,,,,,,"IPPDHAPOP0001, IPPDHAPOP0101",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,2025-11-07,743,Functional Unit Testing,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,Yes,No,No,Yes,No,No,No,,ECA,BY OP,,,,2025-11-07,,2026-01-12,2026-02-02,2025-10-13,2025-11-07,2026-01-12,2026-02-02,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,Critical,"IPPDHAPOP0001, IPPDHAPOP0101","Item Master, Item Mater",,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0002,SKU Master,Master Data,02.Interface,,2025-10-10,,,2025-10-10,Completed,,Yes,Siva,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Chris/Siva/Haley,2026-01-23,,,,,,,,,,,,,"IPPDHAPOP0003, IPPDHAPOP0103",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 18,Sprint 18,No change,Sprint 18,No change,No,No,No,No,Yes,No,No,No,,ECA,BY OP,,,,,,2026-01-12,2026-02-06,,,2026-01-12,2026-02-06,bbanavath@deloitte.com,2025-09-09T14:53:55Z,cell-link@smartsheet.com,2026-03-25T14:25:11Z,2026-01-23,Critical,"IPPDHAPOP0003, IPPDHAPOP0103",SKU Master,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0003,Shipping Calendar,Master Data,02.Interface,,2025-11-07,,,2025-11-07,Completed,,Yes,,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Haley/Chris/SIva,2026-01-23,,,,,,,,,,,,,"IPPDHAPOP0005, IPPDHAPOP0105",Low,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,,0,,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,No,No,No,Yes,No,No,No,,ECA,BY OP,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,Critical,"IPPDHAPOP0005, IPPDHAPOP0105",Shipping Calendar,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0004,Sourcing,Master Data,02.Interface,,2025-12-05,,,2025-12-05,Completed,,Yes,ESP,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B3AFC6AE8-4F4D-4F13-8F70-F014F5300941%7D&file=R3%20SCP%20IP%20SP%20January%20Playbacks.pptx&wdLOR=c6C0A6A7E-CCF0-4FFB-BA4C-1ED369DC645C&action=edit&mobileredirect=true,Elena K.,2026-01-23,,,,,,,,,,,,,"IPPDHAPOP0006, IPPDHAPOP0016, IPPDHAPOP0052, IPPDHAPOP0106, IPPDHAPOP0116",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,2025-12-05,4704,Functional Unit Testing,Sprint 20,Sprint 20,No change,Sprint 20,No change,No,No,Yes,No,Yes,No,No,No,,ECA,BY OP,,,,,,2026-01-12,2026-01-23,2025-11-17,2025-12-05,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,Critical,"IPPDHAPOP0006, IPPDHAPOP0106, IPPDHAPOP0016, IPPDHAPOP0052, IPPDHAPOP0116",Sourcing,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0005,Location Master,Master Data,02.Interface,,2025-08-29,,,2025-08-29,Completed,,Yes,Chris,2026-01-30,2026-01-29,2026-01-29,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Haley/Chris/SIva,2026-01-29,,,,,,,,,,,,,"IPPDHAPOP0002, IPPDHAPOP0007, IPPDHAPOP0010, IPPDHAPOP0102, IPPDHAPOP0107",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,ECA,BY OP,,,,,,2026-01-12,2026-01-29,,,2026-01-12,2026-01-29,bbanavath@deloitte.com,2025-09-09T14:53:55Z,cell-link@smartsheet.com,2026-03-25T14:25:11Z,2026-01-29,Critical,"IPPDHAPOP0007, IPPDHAPOP0107, IPPDHAPOP0010, IPPDHAPOP0107, IPPDHAPOP0010,IPPDHAPOP0002, IPPDHAPOP0102",Location Master,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0006,Network,Master Data,02.Interface,,2025-11-21,,2025-12-05,2025-12-05,Completed,,Yes,,2026-01-16,2026-01-16,2026-01-16,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Haley/Chris/SIva,2026-01-16,,,,,,,,,,,,,"IPPDHAPOP0008, IPPDHAPOP0009, IPPDHAPOP0011, IPPDHAPOP0012, IPPDHAPOP0013, IPPDHAPOP0014, IPPDHAPOP0015, IPPDHAPOP0057, IPPDHAPOP0058, IPPDHAPOP0108",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,"Medium: >1wk <3wks, moderate impact",2025-12-05,4744,Functional Unit Testing,Sprint 20,Sprint 20,No change,Sprint 20,No change,No,No,Yes,No,Yes,No,No,No,,ECA,BY OP,,,,2025-12-05,,2026-01-12,2026-01-16,2025-11-17,2025-12-05,2026-01-12,2026-01-16,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-16,Critical,"IPPDHAPOP0008,IPPDHAPOP0009, IPPDHAPOP0108, IPPDHAPOP0011, IPPDHAPOP0012, IPPDHAPOP0013, IPPDHAPOP0014, IPPDHAPOP0015, IPPDHAPOP0057, IPPDHAPOP0058",Network,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0007,Transmode,Master Data,02.Interface,,2025-12-05,,,2025-12-05,Completed,,Yes,,2026-01-16,2026-01-16,2026-01-16,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Haley/Chris/SIva,2026-01-16,,,,,,,,,,,,,"IPPDHAPOP0017, IPPDHAPOP0117",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,2025-12-05,4784,Functional Unit Testing,Sprint 20,Sprint 20,No change,Sprint 20,No change,No,No,Yes,No,Yes,No,No,No,,ECA,BY OP,,,,,,2026-01-12,2026-01-16,2025-11-10,2025-12-05,2026-01-12,2026-01-16,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-16,Critical,"IPPDHAPOP0017, IPPDHAPOP0117",Transmode,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0008,Demand Group,Master Data,02.Interface,,2025-10-17,,2025-10-13,2025-10-13,Completed,,Yes,,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Haley/Chris/SIva,2026-01-23,,,,,,,,,,,,,IPPDHAPOP0018,Low,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,2025-10-17,751,Functional Unit Testing,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,Yes,No,No,Yes,No,No,No,,ECA,BY OP,,,,2025-10-13,,2026-01-12,2026-01-23,2025-10-13,2025-10-17,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,Critical,IPPDHAPOP0018,Demand Group,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0009,Masterial Substitution,"Master Data, Netting",02.Interface,,2025-08-22,,,2025-08-22,Completed,,Yes,,2026-01-16,2026-01-16,2026-01-16,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Haley/Chris/SIva,2026-01-16,,,,,,,,,,,,,IPPDHAPOP0020,High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,PDH,"BY OP, ECA",,,,,,2026-01-12,2026-01-16,,,2026-01-12,2026-01-16,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-16,Medium,IPPDHAPOP0020,Masterial Substitution,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0010,Supersession,"Master Data, Netting",02.Interface,,2025-09-19,,,2025-09-19,Completed,,Yes,,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Haley/Chris/SIva,2026-01-23,,,,,,,,,,,,,"IPPDHAPOP0021, IPPDHAPOP0022, IPPDHAPOP0121, IPPDHAPOP0122",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 18,Sprint 18,No change,Sprint 18,No change,No,No,No,No,Yes,No,No,No,,PDH,BY OP,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,Medium,"IPPDHAPOP0021, IPPDHAPOP0022, IPPDHAPOP0121, IPPDHAPOP0122",Supersession,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0011,"Customer Master, Customer Order Header","Master Data, Transactional Data, Order Confirmation",02.Interface,,2025-11-07,,,2025-11-07,Completed,,Yes,Siva,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Chris/Siva/Haley,2026-01-23,,,,,,,,,,,,,IPPDHAPOP0023,High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,,0,,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,No,No,No,Yes,No,No,No,,ECA,BY OP,,,,,,2026-01-12,2026-02-06,,,2026-01-12,2026-02-06,bbanavath@deloitte.com,2025-09-09T14:53:55Z,cell-link@smartsheet.com,2026-03-25T14:25:11Z,2026-01-23,Critical,IPPDHAPOP0023,"Customer Master, Customer Order Header",,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0012,Promise Horizon,Master Data,02.Interface,,2025-12-19,,2026-01-09,2026-01-09,Completed,,Yes,,2026-01-16,2026-01-16,2026-01-16,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B539785AB-5A6A-4D42-BAF4-E29B15BDE0B8%7D&file=R3%20SCP%20IP%20APOP%20December%20Playbacks.pptx&wdOrigin=TEAMS-MAGLEV.null_ns.rwc&action=edit&mobileredirect=true,Haley/Chris/SIva,2026-01-16,,,,,,,,,,,,,"IPPDHAPOP0024, IPPDHAPOP0045, IPPDHAPOP0054, IPPDHAPOP0124",Low,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,"Medium: >1wk <3wks, moderate impact",,0,,Sprint 21,Sprint 21,No change,Sprint 21,No change,No,No,No,Yes,Yes,No,No,No,,PDH,"BY OP, ECA",,,,,2026-01-09,2026-01-12,2026-01-16,,,2026-01-12,2026-01-16,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-16,Medium,"IPPDHAPOP0024, IPPDHAPOP0124, IPPDHAPOP0045, IPPDHAPOP0054",Promise Horizon,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0013,Customer Order,Transactional Data,02.Interface,,2025-11-07,,,2025-11-07,Completed,,Yes,Siva,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Chris/Siva/Haley,2026-01-23,,,,,,,,,,,,,"IPPDHAPOP0025, IPPDHAPOP0125",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,,0,,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,No,No,No,Yes,No,No,No,,ECA,"BY OP, ECA",,,,,,2026-01-12,2026-02-06,,,2026-01-12,2026-02-06,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,Critical,"IPPDHAPOP0025, IPPDHAPOP0125",Customer Order,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0014,Location Substitution,Master Data,02.Interface,,2025-10-31,,2025-10-31,2025-10-31,Completed,,Yes,Chris,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Chris/SIva/Haley,2026-01-23,,,,,,,,,,,,,"IPPDHAPOP0026, IPPDHAPOP0027, IPPDHAPOP0028, IPPDHAPOP0047, IPPDHAPOP0056, IPPDHAPOP0127, IPPDHAPOP0128, IPPDHAPOP0147",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,2025-10-31,763,Functional Unit Testing,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,Yes,No,No,Yes,No,No,No,,PDH,"BY OP, ECA",,,,2025-10-31,,2026-01-12,2026-01-23,2025-10-13,2025-10-31,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,Medium,"IPPDHAPOP0027, IPPDHAPOP0128, IPPDHAPOP0127, IPPDHAPOP0028, IPPDHAPOP0026, IPPDHAPOP0047, IPPDHAPOP0147, IPPDHAPOP0056",Location Substitution,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,AP/OP,AP/OP,,,PDH,SCPIPAPOPRF0015,"Customer Order Sourcing, Customer Order Header","Transactional Data, Order Confirmation",02.Interface,,2025-11-07,,2025-11-07,2025-11-07,Completed,,Yes,Chris,2026-01-23,2026-01-23,2026-01-23,Executed,Confirmed,https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2995E90C-7960-485E-BEAE-DEFE3FAF56E3%7D&file=R3%20SCP%20IP%20APOP%20January%2726%20Playbacks.pptx&action=edit&mobileredirect=true,Chris/SIva/Haley,2026-01-23,,,,,,,,,,,,,"IPPDHAPOP0029, IPPDHAPOP0129",High,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,On-Track,No Impact,2025-11-07,773,Functional Unit Testing,Sprint 19,Sprint 19,No change,Sprint 19,No change,No,Yes,No,No,Yes,No,No,No,,ECA,BY OP,,,,2025-11-07,,2026-01-12,2026-01-23,2025-10-13,2025-11-07,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:53:55Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-23,Critical,"IPPDHAPOP0029, IPPDHAPOP0129","Customer Order Sourcing, Customer Order Header",,,,,,
