Scope,Console ID,Current Console ID (Auto generated),GAP ID,CR ID,Tower Name,Release Name,GPO Lead,Process Sub-Lead,Business Unit,IT Tower Lead,RICEFW Type,Deloitte Tower Lead,RICEFW Description/ Short Text,B-App IAPM ID,B-App Name,L3 Process Code,L3 Design Sprint End,FS Responsible Team,TDD Responsible Team,RICEFW Intake Form Status,RICEFW Intake Form Link,Process Steward,Created By,Comments,Status,RICEFW ID,Intimation Alert,Row Id,CR Creation Date,Created
01. IAO ERP,36.0,1034.0,DC-020-30-IDM-USID-0424-FPR,,03. FPR,01.R1,Shane Bethune,,02.IF - Intel Foundry,Bharath PLVN,03.Conversion,Prabesh Acharya,Create/ Update General Ledger Account,,,DC-020-030,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:b:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/30%20RICEFW%20Processed%20(Approved)/36_FPR_General%20Ledger%20Account_RICEFW%20Intake%20Form.pdf?csf=1&web=1&e=bEAMDv,,Naveen Negi,A Conversion object must be developed to maintain or load the master data in new MDG,03.Processed,FPRC0011,,,,2024-03-26 02:19:16
01. IAO ERP,37.0,1035.0,DC-020-30-IDM-USID-0429-FPR,,03. FPR,,Shane Bethune,,03.Shared Services,Bharath PLVN,03.Conversion,Prabesh Acharya,Maintain GL Account Hierarchy,,,DC-020-030,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/09.%20Data/3%20Final%20Deliverables/RICEFW%20Intake%20form/Sprint%201/37_FPR_General%20Ledger%20Account%20Hierarchy_RICEFW%20Intake%20Form.pptx?d=waefa46b23151498b9eea1d2990aa9321&csf=1&web=1&e=NXnPX8,,Naveen Negi,A Conversion object must be developed to maintain or load the master data in new MDG,01.inactive,,,,,2024-03-26 01:48:23
01. IAO ERP,38.0,1036.0,DC-020-90-IDM-USID-0434-FPR,,03. FPR,01.R1,Shane Bethune,,02.IF - Intel Foundry,Bharath PLVN,03.Conversion,Prabesh Acharya,Maintain Profit Center Hierarchy,,,DC-020-090,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/sites/inteldeloitteiao/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2Finteldeloitteiao%2FShared%20Documents%2FGeneral%2FImplementation%2F11%2E%20Technology%2FRICEFW%2F30%20RICEFW%20Processed%20%28Approved%29%2F38%5FFPR%5FProfit%20Center%20Hierarchy%20%5FRICEFW%20Intake%20Form%2Epdf&parent=%2Fsites%2Finteldeloitteiao%2FShared%20Documents%2FGeneral%2FImplementation%2F11%2E%20Technology%2FRICEFW%2F30%20RICEFW%20Processed%20%28Approved%29,,Naveen Negi,A Conversion object must be developed to maintain or load the master data in new MDG,03.Processed,FPRC0012,,,,2024-03-26 02:19:16
01. IAO ERP,38.0,1037.0,LO-180-010-060,,04. OTC IF,02.R2,Randy Eck,Junior Milan,02.IF - Intel Foundry,Ramesh Govindan,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz","Add custom fields Customer Window, Back Dated order fields(And its date change) in Freight Unit Document",,,LO-180-010,R3 Design Sprint 3,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/R2_IF_OTC_LOGISTICS_TM_LO-180-010-060_RICEFW%20Intake%20form.pptx?d=wd3f6dd01c04f40b3ab1655f61c14472a&csf=1&web=1&e=krxMN1,,Jeetmanyu Bawra,Customer window field & Back Dated Order will fetch data from S4 fields & same needs to reflect in FU document,03.Processed,"LOGE0064_IP, LOGE0064_IF",,,,2024-03-26 01:48:23
01. IAO ERP,39.0,1038.0,DC-020-90-IDM-USID-0434-FPR,,03. FPR,01.R1,Shane Bethune,,02.IF - Intel Foundry,Bharath PLVN,03.Conversion,Prabesh Acharya,Create or Update Profit Centers,,,DC-020-090,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/sites/inteldeloitteiao/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2Finteldeloitteiao%2FShared%20Documents%2FGeneral%2FImplementation%2F11%2E%20Technology%2FRICEFW%2F30%20RICEFW%20Processed%20%28Approved%29%2F39%5FFPR%5FProfit%20Center%5FRICEFW%20Intake%20Form%2Epdf&parent=%2Fsites%2Finteldeloitteiao%2FShared%20Documents%2FGeneral%2FImplementation%2F11%2E%20Technology%2FRICEFW%2F30%20RICEFW%20Processed%20%28Approved%29,,Naveen Negi,A Conversion object must be developed to maintain or load the master data in new MDG,03.Processed,FPRC0013,,,,2024-03-26 02:19:16
01. IAO ERP,39.0,1039.0,LO-180-070-050,,04. OTC IF,02.R2,Randy Eck,Junior Milan,02.IF - Intel Foundry,Ramesh Govindan,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz","TM:Add custom fields Customer Window, Back Dated order fields in Freight Unit Stages Quadrant of Transportation Cockpit",,,LO-180-010,R3 Design Sprint 3,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/R2_IF_OTC_LOGISTICS_TM_LO-180-070-050_RICEFW%20Intake%20Form.pptx?d=w7d9f797d058a4c07a13f9b982fc832f8&csf=1&web=1&e=GevVdH,,Jeetmanyu Bawra,"05/23: Intake Processed
05/16 : Intake Complete",03.Processed,LOGE0281,,,,2024-03-26 01:48:23
01. IAO ERP,40.0,1040.0,PM-080-010-0001,,06. PTP,03.R3,Cari H Shim,,02.IF - Intel Foundry,Kumar Vytla,05.Form,Rajesh Tol,PO Output Form Customization - IF,,,PM-080-010,R3 Design Sprint 1,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:b:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/30%20RICEFW%20Processed%20(Approved)/PM-080-010-0001_PTP_RICEFW%20PO%20Output%20Form%20Customization%20-%20IF.pdf?csf=1&web=1&e=oR9JmD&xsdata=MDV8MDJ8fDQwNzgyMzdmMGYxYzRjZGQ1ZGRhMDhkYzRhNzA3MmYyfDM2ZGE0NWYxZGQyYzRkMWZhZjEzNWFiZTQ2Yjk5OTIxfDB8MHw2Mzg0NjcwOTQwMDUwNDY3NDZ8VW5rbm93bnxWR1ZoYlhOVFpXTjFjbWwwZVZObGNuWnBZMlY4ZXlKV0lqb2lNQzR3TGpBd01EQWlMQ0pRSWpvaVYybHVNeklpTENKQlRpSTZJazkwYUdWeUlpd2lWMVFpT2pFeGZRPT18MXxMMk5vWVhSekx6RTVPak01WXpjek1XRmpMVEUzT0RJdE5HVXhZeTA1TXpoaExXSXhNRE0xTVRZek5qUTNaVjg0T1dWak5XSTBaQzAxT0RBeUxUUTNNbVV0WWpreE1DMHpNR1k0WTJFNE5HSmxNRGRBZFc1eExtZGliQzV6Y0dGalpYTXZiV1Z6YzJGblpYTXZNVGN4TVRFeE1qVTVPVFExTWc9PXwwZWNiZjlmZDNlZmM0MjhiZmFlYjA4ZGM0YTcwNzJlZnxhM2U3YzRkMzNjMTU0NzIwYmE4N2RhNDdiYjlkNmVkNA%3D%3D&sdata=L3hyaDFNcXp1empoUmViREIreWp4WmZvdWFmWnJoQXpjTVMrYTZiczliWT0%3D&ovuser=36da45f1-dd2c-4d1f-af13-5abe46b99921%2Cjenoronha%40deloitte.com,,Prateek Singh,,03.Processed,PTPF0014,,,,2024-03-26 02:19:16
01. IAO ERP,41.0,1041.0,PM-080-010-0002,,06. PTP,03.R3,Cari H Shim,,01.IP - Intel Product,Kumar Vytla,05.Form,Rajesh Tol,PO Output Form Customization - IP,,,PM-080-010,R3 Design Sprint 1,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:b:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/30%20RICEFW%20Processed%20(Approved)/PM-080-010-0001_PTP_RICEFW%20PO%20Output%20Form%20Customization%20-%20IP.pdf?csf=1&web=1&e=7kD7CH&xsdata=MDV8MDJ8fDE3NzY2YTFlMjY0ZjQ4ZjU0ZWJiMDhkYzRhNzA3OTU1fDM2ZGE0NWYxZGQyYzRkMWZhZjEzNWFiZTQ2Yjk5OTIxfDB8MHw2Mzg0NjcwOTQxMTIxOTQyMzV8VW5rbm93bnxWR1ZoYlhOVFpXTjFjbWwwZVZObGNuWnBZMlY4ZXlKV0lqb2lNQzR3TGpBd01EQWlMQ0pRSWpvaVYybHVNeklpTENKQlRpSTZJazkwYUdWeUlpd2lWMVFpT2pFeGZRPT18MXxMMk5vWVhSekx6RTVPak01WXpjek1XRmpMVEUzT0RJdE5HVXhZeTA1TXpoaExXSXhNRE0xTVRZek5qUTNaVjg0T1dWak5XSTBaQzAxT0RBeUxUUTNNbVV0WWpreE1DMHpNR1k0WTJFNE5HSmxNRGRBZFc1eExtZGliQzV6Y0dGalpYTXZiV1Z6YzJGblpYTXZNVGN4TVRFeE1qWXhNRGd6TlE9PXxjZmIxZjUxODJkN2M0ZmZhNGViYjA4ZGM0YTcwNzk1NXxiMzhmMjIxYTc2ZTY0NWI4OTgxOTFmMmU0MWY4OTk2OA%3D%3D&sdata=RndoTHFFa0tQZ25BYkdpL0Fvbjg0TU9MYUJxZTRrUitNajR5MGUwdGVPND0%3D&ovuser=36da45f1-dd2c-4d1f-af13-5abe46b99921%2Cjenoronha%40deloitte.com,,Prateek Singh,,03.Processed,PTPF0015,,,,2024-03-26 02:19:16
01. IAO ERP,42.0,1042.0,0-IP-020-0009,,05. OTC IP,03.R3,Shelly Lafree,,01.IP - Intel Product,Kevin A Brown,04.Enhancement,Ravi Vishwanathan,Shipping instructions - Priority to Item Text Over Header Text,,,O-020-100,R3 Design Sprint 7,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/04.%20OTC%20TMGF/2%20Sprint%20detailed%20plans/Phase%201%20Detailed%20design%20%26%20Sprint%20Planning/Workshops/Order%20Management/Filled%20RICEFW%20Templates/IPG_Shipping%20instructions%20-%20Priority%20to%20Item%20Text%20Over%20Header%20Text%E2%80%8B.pptx?d=wbfac027c64654550aba09d1da2ab7dfc&csf=1&web=1&e=LMYAh1,,Naman Parti,"Cancelled
No longer needed Per SAP feedback",01.inactive,,,,,2024-03-26 01:48:23
01. IAO ERP,43.0,1043.0,DC-100-IDM-USID-0450-FPR,,03. FPR,03.R3,Shane Bethune,,01.IP - Intel Product,Bharath PLVN,04.Enhancement,Prabesh Acharya,Unissued Credit- Rebate Accrual for Disti Customer,,,DC-100-020,#NO MATCH,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:b:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/30%20RICEFW%20Processed%20(Approved)/DC-100-IDM-USID-0450-FPR%20Accounting%20for%20rebate%20adjustment%20of%20unissued%20returns%20accrual.pdf?csf=1&web=1&e=GgSokf,,Aayush Poddar,"On hold till as it is not prepared for OSC review

Intel would need to account for rebate adjustments of the return accrual via manual calculations and JEs instead of an automated program.  
The quarterly rebate adjustment is ~$15M
The automated program runs on WD0. A manual JE could delay the close process by ~½ day",01.inactive,FPRR0008,,,,2024-03-26 02:19:16
01. IAO ERP,44.0,1044.0,MR-010-0002,,03. FPR,,Shane Bethune,Shira Koerbel,03.Shared Services,Bharath PLVN,05.Form,Prabesh Acharya,Forms - Bank Correspondence for close and Signatory Changes,,,MR-010-070,R3 Design Sprint 1,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/MR-010-0002_FPR_RICEFW%20Intake%20Form_v1.0.pptx?d=w4e440642def64193861205731b8d645f&csf=1&web=1&e=waqTvt,,Mrudul Chillarige,"Bank Correspondence functionality requires development of customized forms for Intel in the scenarios for closing bank account or signatory changes. These are used to generate letters and share with the banks during closure of bank accounts, signatory updates.",01.inactive,,,,,2024-03-26 01:48:23
01. IAO ERP,45.0,1045.0,MR-070-0001,,03. FPR,03.R3,Shane Bethune,Shira Koerbel,02.IF - Intel Foundry,Bharath PLVN,01.Report,Prabesh Acharya,In House Cash – Loan Account balance Detailed report,,,MR-070-010,R3 Design Sprint 1,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/MR-070-0001_FPR_RICEFW%20Intake%20Form_v1.01.pptx?d=w2d5a864e341749b086a46d34e36775f8&csf=1&web=1&e=bsg6tU,,Mrudul Chillarige,"In House Cash - Loan Account balance Detailed report breakup day wise with Opening, closing, total debits and total credits",03.Processed,FPRR0027,,,,2024-03-26 01:48:23
01. IAO ERP,46.0,1046.0,DC-040-100-0001,,03. FPR,03.R3,Shane Bethune,,02.IF - Intel Foundry,Bharath PLVN,02.Interface,Prabesh Acharya,AMT Trade in Contract posting,,,DC-040-100,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/DC-040-100-0001_FPR_AMT%20Trade%20in%20Contract%20posting.pptx?d=wda50afe23f464f7893381a5d0a28dba4&csf=1&web=1&e=ZM0kEi,,Md Sarfraz Quraishi,All  AMT approvals are already approved.,01.inactive,,,,,2024-03-26 01:48:23
01. IAO ERP,47.0,1047.0,DC-040-010-0003,,03. FPR,03.R3,Shane Bethune,,02.IF - Intel Foundry,Bharath PLVN,03.Conversion,Prabesh Acharya,Asset Master data and Transaction conversion,,,DC-040-010,R3 Design Sprint 2,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/DC-040-010-0003_FPR_Fixed%20Asset%20Master%20and%20Transaction%20data%20conversion.pptx?d=wee2cc38ba039476f8e3281b46a43e10e&csf=1&web=1&e=fVJ1sV,,Md Sarfraz Quraishi,"05/09 : Intake process completed. Data conversion team requested clarification over email

Master and Transaction data conversion",03.Processed,FPRC0196,,,,2024-03-26 01:48:23
01. IAO ERP,48.0,1048.0,DC-020-010-IDM-USID-0413-FPR,,09A. Master Data,,Shane Bethune,,02.IF - Intel Foundry,Candice S Linnell,06.Workflow,Lilibeth Lejarde,Block Company Codes,,,DC-020-010,,01.Deloitte,01.Deloitte,01.Pending alignment with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/DC-020-010-IDM-USID-0413-FPR.pptx?d=wcd89e9c57c244ff8b5455d06dd4b58ac&csf=1&web=1&e=Xnn2DY,,Kartik Nayak,,01.inactive,,,,,2024-03-26 01:48:23
01. IAO ERP,50.0,1049.0,DC-020-010-IDM-USID-0436-FPR,,09A. Master Data,,Shane Bethune,,02.IF - Intel Foundry,Candice S Linnell,01.Report,Lilibeth Lejarde,Replicate company codes to CFIN/S4/ECC,,,DC-020-010,,01.Deloitte,01.Deloitte,01.Pending alignment with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/DC-020-010-IDM-USID-0436-FPR.pptx?d=we455ba7a83b642c0811c279867b28dcb&csf=1&web=1&e=FYM0Xu,,Kartik Nayak,,01.inactive,,,,,2024-03-26 01:48:23
01. IAO ERP,51.0,1050.0,DC-020-010-IDM-USID-0437-FPR,,09A. Master Data,,Shane Bethune,,02.IF - Intel Foundry,Candice S Linnell,01.Report,Lilibeth Lejarde,View Company Code details through reporting,,,DC-020-010,,01.Deloitte,01.Deloitte,01.Pending alignment with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/DC-020-010-IDM-USID-0437-FPR.pptx?d=w92a211ef4fe3436c9049f3839f800852&csf=1&web=1&e=6bNQoW,,Kartik Nayak,,01.inactive,,,,,2024-03-26 01:48:23
01. IAO ERP,52.0,1051.0,DC-020-030-IDM-USID-0438-FPR,,09A. Master Data,,Shane Bethune,,02.IF - Intel Foundry,Candice S Linnell,06.Workflow,Lilibeth Lejarde,Update Company Codes,,,DC-020-030,,01.Deloitte,01.Deloitte,01.Pending alignment with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/DC-020-030-IDM-USID-0438-FPR.pptx?d=w8d88915b565746f682db2ce7616c4cf3&csf=1&web=1&e=8ixuCo,,Kartik Nayak,,01.inactive,,,,,2024-03-26 01:48:23
01. IAO ERP,53.0,1052.0,DC-020-030-IDM-USID-0475-FPR,,09A. Master Data,,Shane Bethune,,02.IF - Intel Foundry,Candice S Linnell,06.Workflow,Lilibeth Lejarde,Create Company Codes,,,DC-020-030,,01.Deloitte,01.Deloitte,01.Pending alignment with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/DC-020-030-IDM-USID-0475-FPR.pptx?d=w3c58bc0e3ea248b4aa7baaa0b9be1f3a&csf=1&web=1&e=Rm88hE,,Kartik Nayak,,01.inactive,,,,,2024-03-26 01:48:23
01. IAO ERP,58.0,1054.0,BR-IF-F-130-040-0002,,04. OTC IF,02.R2,Jill Matalon,,02.IF - Intel Foundry,Kevin A Brown,05.Form,Ravi Vishwanathan,Credit/Debit Memo/Invoice Form,,,BR-130-040,R3 Design Sprint 8,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/04.%20OTC%20TMGF/2%20Sprint%20detailed%20plans/Phase%201%20Detailed%20design%20%26%20Sprint%20Planning/Workshops/Billings%20and%20Rebates/Filled%20RICEFW%20Template/Billing_Console_BR-130-040_FORM.pptx?d=w6aa4471419084ffd8dd9f968ed10f5d7&csf=1&web=1&e=QARWJv,,Smriti Adlakha,,03.Processed,OTCF0054,,,,2024-03-26 01:48:23
01. IAO ERP,59.0,1055.0,BR-IF-I-130-040-0003,,04. OTC IF,02.R2,Jill Matalon,,02.IF - Intel Foundry,Kevin A Brown,02.Interface,Ravi Vishwanathan,Credit/Debit Memo Outgoing EDI,12842.0,OpenText,BR-130-040,R3 Design Sprint 8,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/04.%20OTC%20TMGF/2%20Sprint%20detailed%20plans/Phase%201%20Detailed%20design%20%26%20Sprint%20Planning/Workshops/Billings%20and%20Rebates/Filled%20RICEFW%20Template/Billing_Console_BR-130-040_EDI.pptx?d=w8b7fdf59bdc44bd583f67c9f76b454c3&csf=1&web=1&e=2QFhuM,,Smriti Adlakha,Comments from Venkat 04/08 - Received inputs from Intel IT and updated intake PPT. Ready for tech review.,03.Processed,OTCI0043,,,,2024-03-26 01:48:23
01. IAO ERP,60.0,1056.0,DC-110-080-IDM-0001,,03. FPR,03.R3,Shane Bethune,,01.IP - Intel Product,Bharath PLVN,03.Conversion,Prabesh Acharya,Intercompany AR open items,,,DC-110-080,R3 Design Sprint 7,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B6B62DD05-59D4-4210-8083-4ED9881852CF%7D&file=DC-110-080-IDM-0001_FPR_Intercompany%20AR%20open%20Items.pptx&action=edit&mobileredirect=true,,Karan Singh,05/09 : Intake process completed,03.Processed,FPRC0194 [Cancelled],,,,2024-03-26 01:48:23
01. IAO ERP,61.0,1057.0,DC-110-080-IDM-0002,,03. FPR,03.R3,Shane Bethune,,01.IP - Intel Product,Bharath PLVN,03.Conversion,Prabesh Acharya,Intercompany AP open items,,,DC-110-080,R3 Design Sprint 7,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BBADAD54B-443F-4B13-BA33-EB40CB803464%7D&file=DC-110-080-IDM-0002-_FPR_Intercompany%20AP%20open%20Items.pptx&action=edit&mobileredirect=true,,Karan Singh,05/09 : Intake process completed,03.Processed,FPRC0193 [Cancelled],,,,2024-03-26 01:48:23
01. IAO ERP,62.0,1058.0,DC-010-010-IDM-USID-0115-FPR,,03. FPR,03.R3,Shane Bethune,Alicia,03.Shared Services,Bharath PLVN,02.Interface,Prabesh Acharya,External/Internal File interface- GL Flat File,,,DC-010-010,R3 Design Sprint 6,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/62_FPR_CFIN_Interface%20to%20GL%20Flat%20File_RICEFW%20Intake%20Form.pptx?d=wfeea8b834da840268891b93f88742144&csf=1&web=1&e=exh7dX,,Naveen Negi,"10/22: This was worked in another RICEFW therefore is safe to deactivate it.
04/25 : Object not ready / Not aligned with GPO 
Integration with CFIN",01.inactive,,,,,2024-03-26 01:48:23
01. IAO ERP,63.0,1059.0,DC-010-010-IDM-USID-0132-FPR,,03. FPR,03.R3,Shane Bethune,Alicia,03.Shared Services,Bharath PLVN,02.Interface,Prabesh Acharya,External/Internal File interface- Mulesoft,,,DC-010-010,R3 Design Sprint 6,01.Deloitte,01.Deloitte,01.Pending alignment with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/63_FPR_CFIN_Interface%20to%20Mulesoft_RICEFW%20Intake%20Form.pptx?d=w2fcae8bca97540a8ae718e2591d63340&csf=1&web=1&e=FiCRUo,,Naveen Negi,Integration with CFIN,01.inactive,,,,,2024-03-26 01:48:23
01. IAO ERP,66.0,1060.0,DC-010-090-IDM-USID-0412-FPR,,03. FPR,01.R1,Shane Bethune,Rea,03.Shared Services,Bharath PLVN,04.Enhancement,Prabesh Acharya,CFIN- Enhancement required to SAP provided RFC for initial data load,,,DC-010-090,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/66_FPR_CFIN_Enhancement%20to%20Derive%20Profit%20Center%20in%20CFIN_RICEFW%20Intake%20Form.pptx?d=wd5dd08c4626e4ff3827c0a4b1739ef14&csf=1&web=1&e=IcUYlS,,Naveen Negi,Enhancement in CFIN,03.Processed,FPRE0023,,,,2024-03-26 01:48:23
01. IAO ERP,67.0,1061.0,DC-010-090-IDM-USID-0391-FPR,,03. FPR,01.R1,Shane Bethune,Rea,03.Shared Services,Bharath PLVN,04.Enhancement,Prabesh Acharya,CFIN- Enhancement required to SAP provided SLT connection to support ongoing replication,,,DC-010-090,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/67_FPR_CFIN_Enhancement%20to%20Re-Derive%20Currencies%20in%20CFIN_RICEFW%20Intake%20Form.pptx?d=wfcffd74a815345e98991acdeb0b762c3&csf=1&web=1&e=MCS8kc,,Naveen Negi,Enhancement in CFIN,03.Processed,FPRE0024,,,,2024-03-26 01:48:23
01. IAO ERP,70.0,1062.0,LO-180-170-IDM-USID-*-OTC,,04. OTC IF,02.R2,Randy Eck,Junior Milan,02.IF - Intel Foundry,Ramesh Govindan,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Create single line delivery for a confirmed sales order confirmed schedule line,,,LO-180-170,R3 Design Sprint 3,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B9606663D-E6B0-492F-8F79-20633262022D%7D&file=R2_IF_OTC_LOGISTICS_LE_LO-180-170-10-10_RICEFW%20Intake%20Form.pptx&action=edit&mobileredirect=true,,Debranjan Das,,03.Processed,"LOGE0065, LOGE0066",,,,2024-03-26 01:48:23
