Approved Release [PMO Only],Intercepting Testing Cycle,Change ID (AC),Approved/Denied,Next Steps,Program Scope,Requested Releases,"Priority (Very High, High, Medium, Low)",Requestor Team*,Requestor Sub-team*,Logistics?,Impacted Towers/Horizontals (Multiple Selection),Change Request Owner,Change Request IT Owner For The Function,Project Manager,Related Open Design Topic,Related CR,Related Risk/Issue [RAID #],Related KDD [RAID #],ServiceNow Reference,ServiceNow Delivery Status,B-App IAPM ID,B-App IAPM Name,Special Projects,Change Title*,Change Description,Rationale for the Change,Impact to Schedule,Ready for PMO Review?,Core vs Non-Core Functionality,Link to Approval Email,Link to Change Request Review Deck,CR Category,Type of Change [For Program Releases - R1-R5],Impacted L3's,Will have BPM Standards (BIC/WIKI) Updates?,Complexity,Technical Effort Estimation,Design Complexity Value,Dollar Impact (US Design Hours),Dollar Impact ($),Functional Effort,CDI Tech Effort [SCP Build],PDH Tech Effort [SCP Build] hrs,BY Tech Effort [SCP Build] hrs,ECA Tech Effort [SCP Build] hrs,Config Effort [ERP Build],Tech Effort [ERP Build],ECA Effort [ERP Build],Data Migration [ERP Build],Security Effort [ERP Build],BApps Tech Effort,Total SCP Tech Effort,Total ERP Tech Effort,ERP Dev Team [For Build CR's Only],Added/Pushed Object ID's?,Dev Team of New Object,Count of New Objects,Added Object ID's,RICEFW Console ID,S4 Object Tracker,Count of New S4 Objects,Deloitte ECA,Count of New Deloitte ECA Objects,Intel ECA,Count of New Intel ECA Objects,Count of New ECA Objects,SCP - RICEFW,Count of SCP RICEFW,SCP - PDH,Count of SCP - PDH,Count of New SCP Objects,Changed Build Objects,Count of Changed Objects,Changed S4 RICEFW's,Count of Changed S4,Changed ECA ID's,Count of Changed ECA,Changed SCP ID's,Count of Changed SCP,Descoped RICEFW ID's,Replacement Object,Planned FUT Complete date,Count of Descoped RICEFW's,Change Status,Need Core Leadership approval? [PMO],Need MRC Approval? [PMO],Review Date with Change Ingestion,Notes from Change Ingestion,2nd Review Date with CCB,Notes from 2nd CCB Review,Actual Review Date with CL [Stage 1],Notes from Core Leadership Review [Stage 1],Actual Review Date with CL [Stage 2],Notes from Core Leadership Review [Stage 2],Review Date with MRC,Notes From MRC Review,Comments for Rejection/Deferral,Design vs Build,Approval Level,Leadership Approval Date,Month of Approval,Final Month of Approval,Month of Creation,Creation Date,Days Open,Aging,Created By,Reconciliation Done?,For Future Release?,Completion Status (Build CR),Completion Status (Object ID),Completion Status (Manual),Overall Completion,Added to Build CR Tracker,Applicable for R4
R2 (Aug 2025),R2,INT-CR0419,Approved,Need to add  RICEFW ID,ERP,R2 (Release 2),Medium,04. OTC IF,4.11 OTC IF - Order Management,,"04. OTC IF
10. Analytics",Chalumuri Kumar Srinivas,,,,,,,,,,,,"Change in logic for the fields in confirmed line item in schedule line level, KPI fields and add 2 more fields.","Change in Logic for Fields in Confirmed Line Items at the Schedule Line Level: Currently, the system confirms the sales order quantity regardless of stock availability and ATP interim block at the schedule line level, which is determined by schedule line category CN. For R2, we must change the logic so that if there is an ATP interim block at the schedule line level. Once the block is removed, the confirmed quantity and date will be accurately reflected. The fields requiring changes are: Confirmed Quantity, Confirmed Delivery Date (CDD), Confirmed Material Availability Date (CMAD), and Confirmed GI Date (CGID).

Additionally, due to the changes in the above fields, there is an impact on the Customer Order Response Time KPI, and the logic needs to be adjusted for the original confirmation entry date. Currently, this field is calculated as follows: if the CDD is generated at the time of creation, then the Sales Order Line Create Date is used; if there is a CDD update after the sales order creation, then the date is taken from the change log tables. Now, due to the above changes, we need to adjust this logic.

Furthermore, two additional fields need to be added to capture the ECC sales order numbers and sales order line numbers in the backlog and Customer Order Inquiry Report from S4 Hana.","Change in Logic for Fields in Confirmed Line Items at the Schedule Line Level: Currently, the system confirms the sales order quantity regardless of stock availability and ATP interim block at the schedule line level, which is determined by schedule line category CN. For R2, we must change the logic so that if there is an ATP interim block at the schedule line level. Once the block is removed, the confirmed quantity and date will be accurately reflected. The fields requiring changes are: Confirmed Quantity, Confirmed Delivery Date (CDD), Confirmed Material Availability Date (CMAD), and Confirmed GI Date (CGID).

Additionally, due to the changes in the above fields, there is an impact on the Customer Order Response Time KPI, and the logic needs to be adjusted for the original confirmation entry date. Currently, this field is calculated as follows: if the CDD is generated at the time of creation, then the Sales Order Line Create Date is used; if there is a CDD update after the sales order creation, then the date is taken from the change log tables. Now, due to the above changes, we need to adjust this logic.

Furthermore, two additional fields need to be added to capture the ECC sales order numbers and sales order line numbers in the backlog and Customer Order Inquiry Report from S4 Hana.",,No,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BDD34EAED-7557-4695-B6E4-D235A8D5E7D1%7D&file=INT-CR0419%20Change%20in%20logic%20for%20the%20fields%20in%20confirmed%20line%20items%20in%20schedule%20line%20level.pptx&action=edit&mobileredirect=true,,4. Change to Existing RICEFW / ECA/ Build Object,,,,38.0,0.0,,,,,,,,,,38.0,,,,0.0,38.0,ECA,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,2025-03-27 00:00:00,0.0,10. OSC/CL Approved (end status),No,No,2025-03-25 00:00:00,"Email approval from Todd on 3/26:
I have reviewed both submissions. Looks like both are defects identified in testing, relatively low effort, and needed for UAT. Given this I am willing to approve both without further discussion. Please advise the team(s) accordingly

Todd",,,,,,,,,,Build,Tower,2025-03-25 00:00:00,"03, 2025","03, 2025","03, 2025",2025-03-10 00:00:00,0.0,< 15 Days,ckumarsrinivas@deloitte.com,,No,CR Complete,No Objects,,Complete,Yes,
R3 (Feb 2027),N/A,INT-CR0421,Approved,,ERP,R3 (Release 3),Medium,05. OTC IP,5.12 OTC IP - TM,Yes,"04. OTC IF
11. Technology",Ganesh Kumaresan,,,,,,,,,,,,Cancellation/Descope of RICEFW LOGE0064_IF ZXCI output,Cancellation of RICEFW LOGE0064_IF,"Chronology of events:​

1.During initial design/discussion it was decided to build the output  ZXCI for both IF/IP and the design will be same for both IF/IP​

2.During the FS prepping it has been confirmed by Business that AMS cross dock only uses this output and no longer needed for IF​

There is no scope of this interface in Intel Foundry system, as ZXCI interface is only valid for Amsterdam (NL) location. Amsterdam (NL) is cross dock location for Intel Products shipments But,  not relevant for Intel Foundry. Hence, No requirement of ZXCI interface in Intel foundry.",,Yes,,https://intel.sharepoint.com/:b:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/RICEFW%20Descope%20Approval%20Emails/CR0372%20%26%200421%20%26%200433/%5BEXT%5D%20RE_%20%5BApproval%20Needed%5D%20Logistics%20CR%27s%20to%20Descope%20RICEFW%27s.pdf?csf=1&web=1&e=dptiJh,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,LOGE0064_IF,,,1.0,04. Tower/Horizontal Approved (end status),No,No,2025-03-18 00:00:00,,,,,,,,,,,Other,Tower,2025-03-18 00:00:00,"03, 2025","03, 2025","03, 2025",2025-03-11 00:00:00,0.0,< 15 Days,gakumaresan@deloitte.ca,Yes,No,,No Objects,,In Progress,No,
R3 (Feb 2027),N/A,INT-CR0422,Approved,,ERP,R3 (Release 3),Low,03. FPR,3.7 FPR - Product Costing and Inventory Valuation,,"03. FPR
11. Technology",Hari Gore,,,,,,,,,,,,"FPR - Cancellation CR for RICEFW - 
FPRI0556 - 
SKF Interface to get file from source system DOT (WLA), tranform in Muelsoft to S4 format","FPR - Cancellation CR for RICEFW - 
FPRI0556 - 
SKF Interface to get file from source system DOT (WLA), tranform in Muelsoft to S4 format","As per new design , source systems will send data to ECA, this will be transformed in ECA layer to S4 format and values. Hence only one RICEF is required to get data from ECA to S4, so all other RICEF created per system are cancelled.",,Yes,,,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,FPRI0556,,,1.0,04. Tower/Horizontal Approved (end status),No,No,2025-03-18 00:00:00,,,,,,,,,,,Other,Tower,2025-03-18 00:00:00,"03, 2025","03, 2025","03, 2025",2025-03-11 00:00:00,0.0,< 15 Days,hgore@deloitte.com,Yes,No,,No Objects,,In Progress,No,
R3 (Feb 2027),N/A,INT-CR0423,Approved,,ERP,R3 (Release 3),Low,03. FPR,3.7 FPR - Product Costing and Inventory Valuation,,"03. FPR
11. Technology",Hari Gore,,,,,,,,,,,,"FPR - Cancellation CR for RICEFW - 
FPRI0557 - 

SKF Interface to get file from source system SNOWFLAKE, tranform in Muelsoft to S4 format","FPR - Cancellation CR for RICEFW - 
FPRI0556 - 
SKF Interface to get file from source system SNOWFLAKE, tranform in Muelsoft to S4 format","As per new design , source systems will send data to ECA, this will be transformed in ECA layer to S4 format and values. Hence only one RICEF is required to get data from ECA to S4, so all other RICEF created per system are cancelled",,Yes,,,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,FPRI0556,,,1.0,04. Tower/Horizontal Approved (end status),No,No,2025-03-18 00:00:00,,,,,,,,,,,Other,Tower,2025-03-18 00:00:00,"03, 2025","03, 2025","03, 2025",2025-03-11 00:00:00,0.0,< 15 Days,hgore@deloitte.com,Yes,No,,No Objects,,In Progress,No,
R3 (Feb 2027),N/A,INT-CR0424,Approved,,ERP,R3 (Release 3),Medium,06. PTP,6.4 PTP - Logistics Management Inbound,Yes,"06. PTP
11. Technology",Siddharth Asitkumar Desai,,,,,,,,,,,,Cancellation of WRICEF - LOGI0834_IF,CR for Cancellation of WRICEF - LOGI0834_IF (Inbound interface for WLA Hold scenario to trigger Outbound ASN with Non-Valuated material iDoc up on receiving Inbound ASN with Valuated material from IP-SAP System to e2open system for FTS-IF),"For sending the Outbound ASN (3B2) for Re-bailment from IP to IF, WRICEF - LOGI034_IP was created however at the same time WRICEF - LOGI0834_IF was also created for IF environment. However, LOGI0834_IF is not required as there is no re-bailment happening from IF to IP. Hence, WRICEF - LOGI0834_IF needs to be cancelled as the functionality not required in IF environment.",,Yes,,https://intel.sharepoint.com/:f:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/RICEFW%20Descope%20Approval%20Emails/CR0424%20%26%20441?csf=1&web=1&e=FSvYF5,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,LOGI0834_IF,,,1.0,04. Tower/Horizontal Approved (end status),No,No,2025-03-25 00:00:00,,,,,,,,,,,Other,Tower,2025-03-25 00:00:00,"03, 2025","03, 2025","03, 2025",2025-03-12 00:00:00,0.0,< 15 Days,siddesai@deloitte.com,Yes,No,,No Objects,,In Progress,No,
R3 (Feb 2027),N/A,INT-CR0425,Approved,,ERP,R3 (Release 3),Medium,05. OTC IP,5.11 OTC IP - Order Management,,05. OTC IP,Chalumuri Kumar Srinivas,,,,,,,,,,,,"Cancellation of RICEFW OTCPV029, OTCPR001",Cancellation of RICEFW OTCPR001 – Pricing Analytics Report and OTCPV029 – Volume Price Audit,"There is no scope for these objects in IP.
Chronology of events:​
During initial design/discussion it was decided to build the reports for both Volume price audit and price analytical report.​
During the FS requirement gathering it has been confirmed by Business that the reports are not required.",,Yes,,https://intel.sharepoint.com/:u:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/CR%20Approval%20Emails/CR0425/EXT%20RE%20Reg-%20Object%20ID%20cancellation%20request.msg?csf=1&web=1&e=kyKeLr,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,"OTCPV029, OTCPR001",,,2.0,04. Tower/Horizontal Approved (end status),No,No,2025-05-14 00:00:00,,,,,,,,,,,Other,Tower,2025-05-14 00:00:00,"05, 2025","05, 2025","03, 2025",2025-03-12 00:00:00,0.0,< 15 Days,ckumarsrinivas@deloitte.com,,No,,No Objects,,In Progress,No,
R3 (Feb 2027),R3 ITC1,INT-CR0426,Approved,,ERP,R3 (Release 3),High,05. OTC IP,5.11 OTC IP - Order Management,,"05. OTC IP
11. Technology",Naman Parti,,,,,,,,,,,,"1. Update Order Confirmation Output to Include Only Modified Line Items.
2. Update the rule matrix to include the new validations for triggering suppressing the outputs","This change request aims to update the logic for generating order confirmation outputs so that only the line items to which changes have been made are included. Line items that remain untouched should not be included in the change confirmation outputs. It also aims to incorporate specific validations for triggering or suppressing the outputs in various scenarios. The validations will ensure that the order acknowledgement and confirmation/change outputs are generated accurately based on the status of the line items and sales orders.

Current Behavior: The order confirmation output currently includes all line items, regardless of whether changes have been made to them or not.
Proposed Change: Modify the order confirmation output to include only the line items that have been modified. Line items that are untouched should be excluded from the change confirmation outputs.","To ensure that the order confirmation outputs are concise and only reflect the changes made to the order, thereby providing clear and relevant information to the customer.
To ensure that the outputs are triggered or suppressed accurately based on the status of the line items and sales orders, providing clear and relevant information to the customer. This change will enhance the accuracy and relevance of the information provided in the outputs, reducing potential confusion and improving customer communication.",,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/OTC/INT-CR0426-Update%20Order%20Confirmation%20Output%20to%20Include%20Only%20Modified%20Line%20Items.pptx?d=w459b87137e9440e2b7487858539151d5&csf=1&web=1&e=YvW8Qm,,4. Change to Existing RICEFW / ECA/ Build Object,,,,60.0,0.0,,,,,,,,,60.0,,,,,0.0,60.0,Tech - S/4,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,"OTCE0191, OTCF0004_IP",2.0,"OTCE0191, OTCF0004_IP",2.0,,0.0,,0.0,N/A,,2026-04-17 00:00:00,0.0,04. Tower/Horizontal Approved (end status),No,No,2025-04-10 00:00:00,,,,,,,,,,,Build,Tower,2025-04-10 00:00:00,"04, 2025","04, 2025","03, 2025",2025-03-12 00:00:00,0.0,< 15 Days,plakshmipadmaja@deloitte.com,,No,FUT In Progress,No Objects,,In Progress,Yes,
R3 (Feb 2027),N/A,INT-CR0427,Approved,,ERP,R3 (Release 3),Medium,05. OTC IP,5.11 OTC IP - Order Management,,05. OTC IP,,,,,,,,,,,,,Cancellation of RICEFW OTCI0615,"Cancellation of RICEFW OTCI0615:

During initial design/discussion it was decided to build the interface for create a KB orders. Later, we decided to go for  an Enhancement to create a KB order from staging table and to update staging table with the KB order number (BY OP)

We got an approval mail from Process Steward / GPO (Lafree, Shelly ) for the cancellation object : OTCI0615 (cancellation CR: CR0427)
Could you please help us to get approval. 
Shelly approval mail attached FYI","Cancellation of Interface object  OTCI0615 because there is no scope in Intel Products.
There is a replacement of Enhancement RICEFW – OTCE1108 (This object is dependent from FTS to confirm if the staging table FS is already started) for this interface.

During initial design/discussion it was decided to build the interface for create a KB orders. Later, we decided to go for  an Enhancement to create a KB order from staging table and to update staging table with the KB order number (BY OP)

We got an approval mail from Process Steward / GPO (Lafree, Shelly ) for the cancellation object : OTCI0615 (cancellation CR: CR0427)
Could you please help us to get approval. 
Shelly approval mail attached FYI",,Yes,,https://intel.sharepoint.com/:f:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/CR%20Approval%20Emails/CR0427?csf=1&web=1&e=bOQLyQ,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,OTCI0615,,,1.0,04. Tower/Horizontal Approved (end status),No,No,2025-04-02 00:00:00,,,,,,,,,,,Other,Tower,2025-04-02 00:00:00,"04, 2025","04, 2025","03, 2025",2025-03-12 00:00:00,0.0,< 15 Days,rameshx.u@intel.com,Yes,No,,No Objects,,In Progress,No,
R3 (Feb 2027),N/A,INT-CR0428,Approved,,ERP,R3 (Release 3),Medium,03. FPR,3.8 FPR - Financial Planning & Analysis,,"03. FPR
11. Technology",Raj Chakraborty,,,,,,,,,,,,FPR - Cancellation CR for RICEFW - FPRI0895_IP:Import Tool Sharing Forecasted Data from FCS & EMS thru ECA to S4,It is not applicable for IP system design as there is no FTQ related logic applicable in depreciation calculation in IP. It only relates to IF system. Hence cancelling the IP related RICEFW,"It is not applicable for IP system design as there is no FTQ related logic applicable in depreciation calculation in IP. It only relates to IF system. Hence cancelling the IP related RICEFW
(IP doesn’t require to use FTQ drivers from FCS/ICS)",,Yes,,,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,FPRI0895_IP,,,1.0,04. Tower/Horizontal Approved (end status),No,No,2025-03-18 00:00:00,,,,,,,,,,,Other,Tower,2025-03-18 00:00:00,"03, 2025","03, 2025","03, 2025",2025-03-12 00:00:00,0.0,< 15 Days,hatewari@deloitte.com,Yes,No,,No Objects,,In Progress,No,
R1 (May 2025),R1,INT-CR0429,Approved,20 hours of configuration changes,ERP,R1 (Release 1),Very High,03. FPR,3.1 FPR – GL Close & Consolidate,,03. FPR,Rea Meyer,,,,,,,,,,,,Posting Level change from 10 to 30 for Reclass tasks,"Posting Level change from 10 to 30 for following Reclass tasks within Group Reporting–
Restructure
Intercompany Realized / Unrealized Derivatives Gain / Loss
NPSG and NDTM Third party reclass
Intersegment Sales/COS
MWP Intersegment Revenue RND
MWP Intersegment Revenue OCOS
PSG Intersegment Revenue and COS
Altera Intersegment AR/AP
Altera Intersegment Sales/COS","PL10 impacts all sub-consolidation areas, this change is required to ensure reclass impact is limited to US GAAP",,Yes,,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/Change%20Request%20Decks/FPR/INT-CR0429_Change%20PL10%20to%20PL30.pptx?d=w5905f4abe5024013a189733f2d5e4721&csf=1&web=1&e=o4xH4f,,3. Configuration Change,,,,0.0,0.0,,,,,,,,20.0,,,,,,0.0,20.0,Configuration,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,N/A,,2024-09-23 00:00:00,0.0,04. Tower/Horizontal Approved (end status),No,No,2025-03-14 00:00:00,Approved offline in email to Uzma,,,,,,,,,,Other,Tower,2025-03-14 00:00:00,"03, 2025","03, 2025","03, 2025",2025-03-13 00:00:00,0.0,< 15 Days,kdey@deloitte.com,Yes,No,CR Complete,No Objects,,Complete,Yes,
R3 (Feb 2027),N/A,INT-CR0430,Approved,,ERP,R3 (Release 3),Medium,03. FPR,3.1 FPR – GL Close & Consolidate,,"03. FPR
10. Analytics",Boopathi Raja Palanisamy,,,,,,,,,,,,FPR - Cancellation of ECA Report - Cancellation of Object FPRXV153 - Expense report in BPC to reclass from RnD to COS,SBC team is changing the reclass process and will work with the project team to get it included in their design.  FPRXV153 RnC to COS reclass is no longer needed. Hence Business has requested to Cancel FPRXV153,SBC team is changing the reclass process and will work with the project team to get it included in their design.  FPRXV153 RnC to COS reclass is no longer needed. Hence Business has requested to Cancel FPRXV153,,Yes,,,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,FPRXV153,,,1.0,04. Tower/Horizontal Approved (end status),No,No,2025-03-18 00:00:00,,,,,,,,,,,Other,Tower,2025-03-18 00:00:00,"03, 2025","03, 2025","03, 2025",2025-03-13 00:00:00,0.0,< 15 Days,bopalanisamy@deloitte.com,,No,,No Objects,,In Progress,No,
R3 (Feb 2027),N/A,INT-CR0431,Approved,,ERP,R3 (Release 3),Low,03. FPR,3.7 FPR - Product Costing and Inventory Valuation,,"03. FPR
11. Technology",Hari Gore,,,,,,,,,,,,"FPR - Cancellation CR for RICEFW - 
FPRI0555 - 
SKF Interface to get file from source system ION (BE), tranform in Muelsoft to S4 format","FPR - Cancellation CR for RICEFW - 
FPRI0555 - 
SKF Interface to get file from source system ION (BE), tranform in Muelsoft to S4 format","As per new design , source systems will send data to ECA, this will be transformed in ECA layer to S4 format and values. Hence only one RICEF is required to get data from ECA to S4, so all other RICEF created per system are cancelled",,Yes,,,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,FPRI0555,,,1.0,04. Tower/Horizontal Approved (end status),No,No,2025-03-18 00:00:00,,,,,,,,,,,Other,Tower,2025-03-18 00:00:00,"03, 2025","03, 2025","03, 2025",2025-03-13 00:00:00,0.0,< 15 Days,hgore@deloitte.com,Yes,No,,No Objects,,In Progress,No,
R3 (Feb 2027),N/A,INT-CR0432,Approved,,ERP,R3 (Release 3),Medium,03. FPR,3.11 FPR - Project Accounting,,"03. FPR
11. Technology",Manidipa Gupta,,,,,,,,,,,,FPR - Cancellation CR for RICEFW FPRI1238_IF Pull Foundry WBS from HAT and create in LE 199 in IP S/4 for Foundry Employees moved to LE 199.,FPR - Cancellation CR for RICEFW FPRI1238_IF Pull Foundry WBS from HAT and create in LE 199 in IP S/4 for Foundry Employees moved to LE 199.,"ECA will provide the required information to IP for creating copy of Foundry WBS, a new interface is not needed in IF to support the process",,Yes,,,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,FPRI1238_IF,,,1.0,04. Tower/Horizontal Approved (end status),No,No,2025-03-18 00:00:00,,,,,,,,,,,Other,Tower,2025-03-18 00:00:00,"03, 2025","03, 2025","03, 2025",2025-03-13 00:00:00,0.0,< 15 Days,manidgupta@deloitte.com,Yes,No,,No Objects,,In Progress,No,
R3 (Feb 2027),N/A,INT-CR0433,Approved,,ERP,R3 (Release 3),Medium,06. PTP,6.5 PTP - TM,Yes,"06. PTP
11. Technology",Aditya Shinde,,,,,,,,,,,,Cancel object LOGE0451_IF/IP,Cancel object LOGE0451_IF/IP,"Chronology of events :​

Design Phase : Std solution to integrate PO based on Purchase order type , Purchase org , purchase group was discussed and need to integrate based on additional custom parameter was identified.​

Initial requirement for LOGE0451 : PO integration based on custom parameters.​
Subsequent requirement to added in LOGE0451 : Custom parameters to be checked at item level.​
Subsequent requirement to cancel LOGE0451 : Deactivate custom logic and system should perform standard integration as discussed during design discussion.​
Rationale : With recent change in Capital business and the way PO line items will be created, business  communicated that items which aren't GR relevant won't be marked for GR. Here by as per standard SAP TM, automatically non-GR relevant times  be excluded for TM integration and FU won't get generated for the line items as we create 1 line item = 1 FU.",,Yes,,https://intel.sharepoint.com/:b:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/01.%20PMO/05.%20Scope%20and%20Change%20Control/Change%20Control/RICEFW%20Descope%20Approval%20Emails/CR0372%20%26%200421%20%26%200433/%5BEXT%5D%20RE_%20%5BApproval%20Needed%5D%20Logistics%20CR%27s%20to%20Descope%20RICEFW%27s.pdf?csf=1&web=1&e=dptiJh,,,5. Cancel RICEFW / ECA / Build Object,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,N/A,No,,0.0,N/A,,,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,N/A,0.0,,0.0,,0.0,,0.0,"LOGE0451_IF, LOGE0451_IP",,,2.0,04. Tower/Horizontal Approved (end status),No,No,2025-03-18 00:00:00,,,,,,,,,,,Other,Tower,2025-03-18 00:00:00,"03, 2025","03, 2025","03, 2025",2025-03-13 00:00:00,0.0,< 15 Days,gakumaresan@deloitte.ca,Yes,No,,No Objects,,In Progress,No,
